Date,Open,High,Low,Close,Volume
2018-11-16,12.5,12.5,12.5,12.5,500.0
2018-11-20,12.34,12.45,12.34,12.45,198000.0
2018-11-22,0.0,12.45,12.45,12.45,195000.0
2018-12-04,12.8,12.8,12.8,12.8,500.0
2018-12-05,0.0,12.8,12.8,12.8,5000.0
2018-12-10,12.0,12.0,12.0,12.0,5000.0
2018-12-12,11.0,11.0,11.0,11.0,5000.0
2018-12-13,10.02,10.02,10.0,10.0,20000.0
2018-12-17,10.64,10.64,10.64,10.64,500.0
2018-12-19,10.75,10.75,10.75,10.64,500.0
2018-12-20,10.64,10.64,10.64,10.64,1000.0
2018-12-21,10.5,10.5,10.5,10.5,1000.0
2018-12-26,10.5,10.9,10.5,10.85,17500.0
2018-12-28,10.01,10.01,9.85,9.85,11000.0
2019-01-04,10.11,10.11,10.11,10.11,1000.0
2019-01-09,10.25,10.25,9.45,9.45,3000.0
2019-01-10,10.0,10.0,9.15,9.15,6000.0
2019-01-11,9.5,9.5,9.4,9.47,12000.0
2019-01-14,9.7,9.7,9.4,9.55,19000.0
2019-01-15,9.35,9.4,9.3,9.4,14000.0
2019-01-24,9.99,9.99,9.9,9.9,1000.0
2019-01-28,9.65,9.7,9.65,9.7,1500.0
2019-01-31,9.99,10.3,9.99,10.3,6000.0
2019-02-04,10.35,10.35,10.35,10.35,500.0
2019-02-06,10.0,10.49,10.0,10.35,329000.0
2019-02-07,10.85,10.85,10.85,10.85,10500.0
2019-02-08,10.5,11.0,10.25,10.49,273500.0
2019-02-12,10.3,10.3,10.0,10.03,11000.0
2019-02-13,10.25,10.5,10.01,10.1,161000.0
2019-02-14,10.0,10.0,10.0,10.0,18000.0
2019-02-15,10.11,10.11,10.0,10.04,1500.0
2019-02-18,9.5,9.5,9.5,9.5,500.0
2019-02-19,9.8,9.8,9.75,9.75,2000.0
2019-02-20,10.0,10.0,10.0,10.0,4000.0
2019-02-22,10.0,10.0,9.5,9.99,7500.0
2019-02-25,10.25,10.25,9.75,9.75,32000.0
2019-02-26,9.89,9.89,9.89,9.89,1000.0
2019-02-27,8.9,9.55,8.89,9.55,1500.0
2019-02-28,9.8,9.8,9.8,9.8,500.0
2019-03-04,9.99,10.0,9.75,9.93,7500.0
2019-03-05,9.75,10.0,9.75,9.88,2000.0
2019-03-14,9.75,9.75,9.75,9.75,1000.0
2019-03-18,10.0,10.0,10.0,10.0,500.0
2019-04-11,9.0,9.0,9.0,9.0,2000.0
2019-04-12,8.81,9.95,8.0,9.32,8500.0
2019-04-26,10.0,10.0,10.0,10.0,1500.0
2019-05-02,9.84,9.84,9.84,9.84,10500.0
2019-05-13,8.84,8.84,8.84,8.84,5000.0
2019-05-14,9.01,9.01,7.85,7.85,6000.0
2019-05-15,8.19,8.19,8.11,8.11,4000.0
2019-05-17,7.5,7.5,7.11,7.11,7000.0
2019-05-20,6.12,7.48,6.12,7.48,3500.0
2019-05-21,6.61,6.61,6.48,6.48,6500.0
2019-05-22,7.48,7.48,7.48,7.48,4500.0
2019-05-27,8.4,8.4,8.4,8.4,500.0
2019-05-29,8.48,8.55,8.48,8.55,1500.0
2019-06-03,7.55,7.55,7.55,7.55,1000.0
2019-06-13,7.3,7.3,7.3,7.3,500.0
2019-06-14,7.0,7.0,7.0,7.0,500.0
2019-06-17,6.02,6.25,6.0,6.01,459500.0
2019-06-18,5.61,6.25,5.41,5.78,146500.0
2019-06-19,5.7,5.95,5.3,5.46,34500.0
2019-06-20,5.5,5.6,5.43,5.5,26500.0
2019-06-21,5.51,5.7,5.5,5.5,8000.0
2019-06-24,5.42,5.79,5.41,5.79,1500.0
2019-06-25,5.75,5.75,5.75,5.75,3500.0
2019-06-26,5.74,5.74,5.25,5.25,143000.0
2019-06-27,5.49,5.49,5.49,5.49,1000.0
2019-07-01,5.65,5.65,5.65,5.65,1000.0
2019-07-02,5.52,5.79,5.5,5.79,7500.0
2019-07-04,6.15,6.15,5.52,5.74,62500.0
2019-07-09,0.0,5.71,5.71,5.71,0.0
2019-07-16,0.0,5.67,5.67,5.67,0.0
2019-07-22,5.55,5.55,5.35,5.35,6500.0
2019-07-29,4.56,5.4,4.56,5.4,1000.0
2019-07-30,5.8,5.8,5.4,5.4,1500.0
2019-08-01,5.34,5.34,5.01,5.3,2500.0
2019-08-05,5.0,5.39,5.0,5.39,1000.0
2019-08-07,4.81,5.25,4.81,5.25,1500.0
2019-08-08,4.91,5.17,4.89,5.17,6000.0
2019-08-09,5.8,5.8,5.8,5.8,500.0
2019-08-19,0.0,4.87,4.87,5.8,1000.0
